LAST_SEEN            | FIRST_SEEN           | NAME                                                           | SUBOBJECT                                 | TYPE     | REASON                  | MESSAGE                                                                                                                                                                                                                                  | 
2024-08-29 17:10:53  | 2024-08-29 17:10:53  | jupyter-nb-kube-3aadmin.17f0303333171a17                       | -                                         | Normal   | Pulling                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Pulling image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:4bef31eb993feb6f1096b51b4876c65a6fb1f4401fee97fa4f4542b6b7c9bc46"                                                       | 
2024-08-29 17:10:54  | 2024-08-29 17:10:54  | jupyter-nb-kube-3aadmin.17f030336b6cd6d2                       | -                                         | Normal   | Pulled                  | Reissued from pod/jupyter-nb-kube-3aadmin-0: Successfully pulled image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:4bef31eb993feb6f1096b51b4876c65a6fb1f4401fee97fa4f4542b6b7c9bc46" in 947ms (947ms including waiting)        | 
2024-08-29 17:10:55  | 2024-08-29 17:10:55  | jupyter-nb-kube-3aadmin.17f030337ff20cb9                       | -                                         | Normal   | Created                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Created container oauth-proxy                                                                                                                                                               | 
2024-08-29 17:10:55  | 2024-08-29 17:10:55  | jupyter-nb-kube-3aadmin.17f0303380fdead6                       | -                                         | Normal   | Started                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Started container oauth-proxy                                                                                                                                                               | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-head-f6gxg.17f0303569178278                          | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-l5q2d/mnisttest-head-f6gxg to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                                                    | 
2024-08-29 17:11:04  | 2024-08-29 17:11:04  | mnisttest-head-jgp2n.17f03035c3c63eb8                          | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-l5q2d/mnisttest-head-jgp2n to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                                                    | 
2024-08-29 17:11:05  | 2024-08-29 17:11:05  | mnisttest-head-jgp2n.17f03035dce2953a                          | -                                         | Normal   | AddedInterface          | Add eth0 [10.129.4.67/23] from ovn-kubernetes                                                                                                                                                                                            | 
2024-08-29 17:11:05  | 2024-08-29 17:11:05  | mnisttest-head-jgp2n.17f03035e0c42d04                          | spec.initContainers{create-cert}          | Normal   | Pulled                  | Container image "registry.redhat.io/ubi9@sha256:770cf07083e1c85ae69c25181a205b7cdef63c11b794c89b3b487d4670b4c328" already present on machine                                                                                             | 
2024-08-29 17:11:05  | 2024-08-29 17:11:05  | mnisttest-head-jgp2n.17f03035e680dfe3                          | spec.initContainers{create-cert}          | Normal   | Created                 | Created container create-cert                                                                                                                                                                                                            | 
2024-08-29 17:11:05  | 2024-08-29 17:11:05  | mnisttest-head-jgp2n.17f03035e79382bf                          | spec.initContainers{create-cert}          | Normal   | Started                 | Started container create-cert                                                                                                                                                                                                            | 
2024-08-29 17:11:05  | 2024-08-29 17:11:05  | mnisttest-head-jgp2n.17f03035f995b8ad                          | spec.containers{ray-head}                 | Normal   | Pulling                 | Pulling image "quay.io/rhoai/ray:2.23.0-py39-cu121"                                                                                                                                                                                      | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f0303627ac6f15                          | spec.containers{ray-head}                 | Normal   | Pulled                  | Successfully pulled image "quay.io/rhoai/ray:2.23.0-py39-cu121" in 773ms (773ms including waiting)                                                                                                                                       | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f030363436500d                          | spec.containers{ray-head}                 | Normal   | Created                 | Created container ray-head                                                                                                                                                                                                               | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f03036353bdf9e                          | spec.containers{ray-head}                 | Normal   | Started                 | Started container ray-head                                                                                                                                                                                                               | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f030363549b257                          | spec.containers{oauth-proxy}              | Normal   | Pulled                  | Container image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:1ea6a01bf3e63cdcf125c6064cbd4a4a270deaf0f157b3eabb78f60556840366" already present on machine                                                                       | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f030363becf183                          | spec.containers{oauth-proxy}              | Normal   | Created                 | Created container oauth-proxy                                                                                                                                                                                                            | 
2024-08-29 17:11:06  | 2024-08-29 17:11:06  | mnisttest-head-jgp2n.17f030363d2c576f                          | spec.containers{oauth-proxy}              | Normal   | Started                 | Started container oauth-proxy                                                                                                                                                                                                            | 
2024-08-29 17:12:59  | 2024-08-29 17:12:59  | mnisttest-head-jgp2n.17f0305071a77e47                          | spec.containers{ray-head}                 | Normal   | Killing                 | Stopping container ray-head                                                                                                                                                                                                              | 
2024-08-29 17:12:59  | 2024-08-29 17:12:59  | mnisttest-head-jgp2n.17f0305071ab29ea                          | spec.containers{oauth-proxy}              | Normal   | Killing                 | Stopping container oauth-proxy                                                                                                                                                                                                           | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-worker-small-group-mnisttest-w677f.17f0303569abefc3  | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-l5q2d/mnisttest-worker-small-group-mnisttest-w677f to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                            | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-worker-small-group-mnisttest-w677f.17f030358226f428  | -                                         | Normal   | AddedInterface          | Add eth0 [10.129.4.66/23] from ovn-kubernetes                                                                                                                                                                                            | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-worker-small-group-mnisttest-w677f.17f0303583eb5a21  | spec.initContainers{create-cert}          | Normal   | Pulled                  | Container image "registry.redhat.io/ubi9@sha256:770cf07083e1c85ae69c25181a205b7cdef63c11b794c89b3b487d4670b4c328" already present on machine                                                                                             | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-worker-small-group-mnisttest-w677f.17f030358958f5d5  | spec.initContainers{create-cert}          | Normal   | Created                 | Created container create-cert                                                                                                                                                                                                            | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest-worker-small-group-mnisttest-w677f.17f030358a584948  | spec.initContainers{create-cert}          | Normal   | Started                 | Started container create-cert                                                                                                                                                                                                            | 
2024-08-29 17:11:04  | 2024-08-29 17:11:04  | mnisttest-worker-small-group-mnisttest-w677f.17f03035bd9cecfb  | spec.initContainers{wait-gcs-ready}       | Normal   | Pulled                  | Container image "quay.io/rhoai/ray:2.23.0-py39-cu121" already present on machine                                                                                                                                                         | 
2024-08-29 17:11:04  | 2024-08-29 17:11:04  | mnisttest-worker-small-group-mnisttest-w677f.17f03035cbaa2961  | spec.initContainers{wait-gcs-ready}       | Normal   | Created                 | Created container wait-gcs-ready                                                                                                                                                                                                         | 
2024-08-29 17:11:04  | 2024-08-29 17:11:04  | mnisttest-worker-small-group-mnisttest-w677f.17f03035ccc169be  | spec.initContainers{wait-gcs-ready}       | Normal   | Started                 | Started container wait-gcs-ready                                                                                                                                                                                                         | 
2024-08-29 17:11:32  | 2024-08-29 17:11:32  | mnisttest-worker-small-group-mnisttest-w677f.17f0303c47c4528a  | spec.containers{machine-learning}         | Normal   | Pulled                  | Container image "quay.io/rhoai/ray:2.23.0-py39-cu121" already present on machine                                                                                                                                                         | 
2024-08-29 17:11:32  | 2024-08-29 17:11:32  | mnisttest-worker-small-group-mnisttest-w677f.17f0303c53d88b06  | spec.containers{machine-learning}         | Normal   | Created                 | Created container machine-learning                                                                                                                                                                                                       | 
2024-08-29 17:11:32  | 2024-08-29 17:11:32  | mnisttest-worker-small-group-mnisttest-w677f.17f0303c54dee6ac  | spec.containers{machine-learning}         | Normal   | Started                 | Started container machine-learning                                                                                                                                                                                                       | 
2024-08-29 17:12:59  | 2024-08-29 17:12:59  | mnisttest-worker-small-group-mnisttest-w677f.17f0305072c10e22  | spec.containers{machine-learning}         | Normal   | Killing                 | Stopping container machine-learning                                                                                                                                                                                                      | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | mnisttest.17f0303553a678b4                                     | -                                         | Normal   | Created                 | Created service mnisttest-head-svc                                                                                                                                                                                                       | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | mnisttest.17f0303553a75942                                     | -                                         | Normal   | Deleted                 | Deleted Pods for RayCluster test-ns-l5q2d/mnisttest due to suspension                                                                                                                                                                    | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | mnisttest.17f0303554e368ad                                     | -                                         | Normal   | CreatedWorkload         | Created Workload: test-ns-l5q2d/raycluster-mnisttest-d890b                                                                                                                                                                               | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | mnisttest.17f0303559b480a6                                     | -                                         | Normal   | Started                 | Admitted by clusterQueue cq-nkpkl                                                                                                                                                                                                        | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest.17f030355bf2e95b                                     | -                                         | Warning  | PodReconciliationError  | pods "mnisttest-head-" is forbidden: error looking up service account test-ns-l5q2d/mnisttest-oauth-proxy: serviceaccount "mnisttest-oauth-proxy" not found                                                                              | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest.17f03035686b8e3c                                     | -                                         | Normal   | Created                 | Created head pod mnisttest-head-f6gxg                                                                                                                                                                                                    | 
2024-08-29 17:11:03  | 2024-08-29 17:11:03  | mnisttest.17f03035693daffb                                     | -                                         | Normal   | Created                 | Created worker pod                                                                                                                                                                                                                       | 
2024-08-29 17:11:04  | 2024-08-29 17:11:04  | mnisttest.17f03035c3612d34                                     | -                                         | Normal   | Created                 | Created head pod mnisttest-head-jgp2n                                                                                                                                                                                                    | 
2024-08-29 17:10:38  | 2024-08-29 17:10:38  | pvc-pxgm4.17f0302f9f4dd70d                                     | -                                         | Normal   | WaitForFirstConsumer    | waiting for first consumer to be created before binding                                                                                                                                                                                  | 
2024-08-29 17:10:39  | 2024-08-29 17:10:39  | pvc-pxgm4.17f0302fd5987b35                                     | -                                         | Normal   | ExternalProvisioning    | Waiting for a volume to be created either by the external provisioner 'ebs.csi.aws.com' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.  | 
2024-08-29 17:10:39  | 2024-08-29 17:10:39  | pvc-pxgm4.17f0302fd59db028                                     | -                                         | Normal   | Provisioning            | External provisioner is provisioning volume for claim "test-ns-l5q2d/pvc-pxgm4"                                                                                                                                                          | 
2024-08-29 17:10:43  | 2024-08-29 17:10:43  | pvc-pxgm4.17f03030d9358bb8                                     | -                                         | Normal   | ProvisioningSucceeded   | Successfully provisioned volume pvc-90ad2348-4880-40b4-990b-60c0a1480b44                                                                                                                                                                 | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | raycluster-mnisttest-d890b.17f0303557d69a83                    | -                                         | Normal   | QuotaReserved           | Quota reserved in ClusterQueue cq-nkpkl, wait time since queued was 1s                                                                                                                                                                   | 
2024-08-29 17:11:02  | 2024-08-29 17:11:02  | raycluster-mnisttest-d890b.17f0303557d71148                    | -                                         | Normal   | Admitted                | Admitted by ClusterQueue cq-nkpkl, wait time since reservation was 0s                                                                                                                                                                    | 
