LAST_SEEN            | FIRST_SEEN           | NAME                                                           | SUBOBJECT                                 | TYPE     | REASON                  | MESSAGE                                                                                                                                                                                                                                  | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin-0.17efdfc98929000d                     | spec.containers{oauth-proxy}              | Normal   | Started                 | Started container oauth-proxy                                                                                                                                                                                                            | 
2024-08-28 16:39:21  | 2024-08-28 16:39:21  | jupyter-nb-kube-3aadmin-0.17efdfe620187a07                     | spec.containers{jupyter-nb-kube-3aadmin}  | Normal   | Killing                 | Stopping container jupyter-nb-kube-3aadmin                                                                                                                                                                                               | 
2024-08-28 16:39:21  | 2024-08-28 16:39:21  | jupyter-nb-kube-3aadmin-0.17efdfe6201e137d                     | spec.containers{oauth-proxy}              | Normal   | Killing                 | Stopping container oauth-proxy                                                                                                                                                                                                           | 
2024-08-28 16:39:27  | 2024-08-28 16:39:22  | jupyter-nb-kube-3aadmin-0.17efdfe637a81ce7                     | spec.containers{oauth-proxy}              | Warning  | Unhealthy               | Readiness probe failed: Get "https://10.131.2.12:8443/oauth/healthz": dial tcp 10.131.2.12:8443: connect: connection refused                                                                                                             | 
2024-08-28 16:37:06  | 2024-08-28 16:37:06  | jupyter-nb-kube-3aadmin.17efdfc69cf88e03                       | -                                         | Normal   | SuccessfulCreate        | create Pod jupyter-nb-kube-3aadmin-0 in StatefulSet jupyter-nb-kube-3aadmin successful                                                                                                                                                   | 
2024-08-28 16:37:06  | 2024-08-28 16:37:06  | jupyter-nb-kube-3aadmin.17efdfc69dd7a9f4                       | -                                         | Normal   | SuccessfulCreate        | Reissued from statefulset/jupyter-nb-kube-3aadmin: create Pod jupyter-nb-kube-3aadmin-0 in StatefulSet jupyter-nb-kube-3aadmin successful                                                                                                | 
2024-08-28 16:37:11  | 2024-08-28 16:37:11  | jupyter-nb-kube-3aadmin.17efdfc7cb5dec18                       | -                                         | Normal   | Scheduled               | Reissued from pod/jupyter-nb-kube-3aadmin-0: Successfully assigned test-ns-45zs2/jupyter-nb-kube-3aadmin-0 to ip-10-0-33-185.eu-west-1.compute.internal                                                                                  | 
2024-08-28 16:37:13  | 2024-08-28 16:37:13  | jupyter-nb-kube-3aadmin.17efdfc8510f7f7c                       | -                                         | Normal   | SuccessfulAttachVolume  | Reissued from pod/jupyter-nb-kube-3aadmin-0: AttachVolume.Attach succeeded for volume "pvc-bef3be1d-e6b6-4eee-a925-eea951a5d1e5"                                                                                                         | 
2024-08-28 16:37:17  | 2024-08-28 16:37:17  | jupyter-nb-kube-3aadmin.17efdfc9231ec3ff                       | -                                         | Normal   | AddedInterface          | Reissued from pod/jupyter-nb-kube-3aadmin-0: Add eth0 [10.131.2.12/23] from ovn-kubernetes                                                                                                                                               | 
2024-08-28 16:37:17  | 2024-08-28 16:37:17  | jupyter-nb-kube-3aadmin.17efdfc9251532c3                       | -                                         | Normal   | Pulling                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Pulling image "quay.io/modh/odh-generic-data-science-notebook@sha256:9d7f80080a453bcf7dee01b986df9ee811ee74f6f433c601a8b67d283c160547"                                                      | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc954a5545b                       | -                                         | Normal   | Pulled                  | Reissued from pod/jupyter-nb-kube-3aadmin-0: Successfully pulled image "quay.io/modh/odh-generic-data-science-notebook@sha256:9d7f80080a453bcf7dee01b986df9ee811ee74f6f433c601a8b67d283c160547" in 805ms (805ms including waiting)       | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc95a9ebaea                       | -                                         | Normal   | Created                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Created container jupyter-nb-kube-3aadmin                                                                                                                                                   | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc95baec823                       | -                                         | Normal   | Started                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Started container jupyter-nb-kube-3aadmin                                                                                                                                                   | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc95bffb98a                       | -                                         | Normal   | Pulling                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Pulling image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:4bef31eb993feb6f1096b51b4876c65a6fb1f4401fee97fa4f4542b6b7c9bc46"                                                       | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc976119c38                       | -                                         | Normal   | Pulled                  | Reissued from pod/jupyter-nb-kube-3aadmin-0: Successfully pulled image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:4bef31eb993feb6f1096b51b4876c65a6fb1f4401fee97fa4f4542b6b7c9bc46" in 440ms (440ms including waiting)        | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc9882170a2                       | -                                         | Normal   | Created                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Created container oauth-proxy                                                                                                                                                               | 
2024-08-28 16:37:18  | 2024-08-28 16:37:18  | jupyter-nb-kube-3aadmin.17efdfc98979457c                       | -                                         | Normal   | Started                 | Reissued from pod/jupyter-nb-kube-3aadmin-0: Started container oauth-proxy                                                                                                                                                               | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest-head-fbdb9.17efdfcb8d3d3ec3                          | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-45zs2/mnisttest-head-fbdb9 to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                                                    | 
2024-08-28 16:37:29  | 2024-08-28 16:37:29  | mnisttest-head-xhlmh.17efdfcc0716c377                          | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-45zs2/mnisttest-head-xhlmh to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                                                    | 
2024-08-28 16:37:30  | 2024-08-28 16:37:30  | mnisttest-head-xhlmh.17efdfcc205c3204                          | -                                         | Normal   | AddedInterface          | Add eth0 [10.129.4.30/23] from ovn-kubernetes                                                                                                                                                                                            | 
2024-08-28 16:37:30  | 2024-08-28 16:37:30  | mnisttest-head-xhlmh.17efdfcc221264ef                          | spec.initContainers{create-cert}          | Normal   | Pulled                  | Container image "registry.redhat.io/ubi9@sha256:770cf07083e1c85ae69c25181a205b7cdef63c11b794c89b3b487d4670b4c328" already present on machine                                                                                             | 
2024-08-28 16:37:30  | 2024-08-28 16:37:30  | mnisttest-head-xhlmh.17efdfcc28607148                          | spec.initContainers{create-cert}          | Normal   | Created                 | Created container create-cert                                                                                                                                                                                                            | 
2024-08-28 16:37:30  | 2024-08-28 16:37:30  | mnisttest-head-xhlmh.17efdfcc2953612c                          | spec.initContainers{create-cert}          | Normal   | Started                 | Started container create-cert                                                                                                                                                                                                            | 
2024-08-28 16:37:30  | 2024-08-28 16:37:30  | mnisttest-head-xhlmh.17efdfcc3eb42579                          | spec.containers{ray-head}                 | Normal   | Pulling                 | Pulling image "quay.io/rhoai/ray:2.23.0-py39-cu121"                                                                                                                                                                                      | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc73f78830                          | spec.containers{ray-head}                 | Normal   | Pulled                  | Successfully pulled image "quay.io/rhoai/ray:2.23.0-py39-cu121" in 893ms (893ms including waiting)                                                                                                                                       | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc8073a512                          | spec.containers{ray-head}                 | Normal   | Created                 | Created container ray-head                                                                                                                                                                                                               | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc818e2a3e                          | spec.containers{ray-head}                 | Normal   | Started                 | Started container ray-head                                                                                                                                                                                                               | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc819ab5bc                          | spec.containers{oauth-proxy}              | Normal   | Pulled                  | Container image "registry.redhat.io/openshift4/ose-oauth-proxy@sha256:1ea6a01bf3e63cdcf125c6064cbd4a4a270deaf0f157b3eabb78f60556840366" already present on machine                                                                       | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc88358523                          | spec.containers{oauth-proxy}              | Normal   | Created                 | Created container oauth-proxy                                                                                                                                                                                                            | 
2024-08-28 16:37:31  | 2024-08-28 16:37:31  | mnisttest-head-xhlmh.17efdfcc8968cbab                          | spec.containers{oauth-proxy}              | Normal   | Started                 | Started container oauth-proxy                                                                                                                                                                                                            | 
2024-08-28 16:39:20  | 2024-08-28 16:39:20  | mnisttest-head-xhlmh.17efdfe5ea7b630b                          | spec.containers{ray-head}                 | Normal   | Killing                 | Stopping container ray-head                                                                                                                                                                                                              | 
2024-08-28 16:39:20  | 2024-08-28 16:39:20  | mnisttest-head-xhlmh.17efdfe5ea806ba9                          | spec.containers{oauth-proxy}              | Normal   | Killing                 | Stopping container oauth-proxy                                                                                                                                                                                                           | 
2024-08-28 16:39:25  | 2024-08-28 16:39:25  | mnisttest-head-xhlmh.17efdfe6e44389ef                          | spec.containers{ray-head}                 | Warning  | Unhealthy               | Readiness probe failed:                                                                                                                                                                                                                  | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcb8e49f650  | -                                         | Normal   | Scheduled               | Successfully assigned test-ns-45zs2/mnisttest-worker-small-group-mnisttest-6jbjj to ip-10-0-26-169.eu-west-1.compute.internal                                                                                                            | 
2024-08-28 16:37:28  | 2024-08-28 16:37:28  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcbb8994345  | -                                         | Normal   | AddedInterface          | Add eth0 [10.129.4.29/23] from ovn-kubernetes                                                                                                                                                                                            | 
2024-08-28 16:37:28  | 2024-08-28 16:37:28  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcbba62a64b  | spec.initContainers{create-cert}          | Normal   | Pulled                  | Container image "registry.redhat.io/ubi9@sha256:770cf07083e1c85ae69c25181a205b7cdef63c11b794c89b3b487d4670b4c328" already present on machine                                                                                             | 
2024-08-28 16:37:28  | 2024-08-28 16:37:28  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcbc00f1f0c  | spec.initContainers{create-cert}          | Normal   | Created                 | Created container create-cert                                                                                                                                                                                                            | 
2024-08-28 16:37:28  | 2024-08-28 16:37:28  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcbc11c32e1  | spec.initContainers{create-cert}          | Normal   | Started                 | Started container create-cert                                                                                                                                                                                                            | 
2024-08-28 16:37:29  | 2024-08-28 16:37:29  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcc02c0d5df  | spec.initContainers{wait-gcs-ready}       | Normal   | Pulled                  | Container image "quay.io/rhoai/ray:2.23.0-py39-cu121" already present on machine                                                                                                                                                         | 
2024-08-28 16:37:29  | 2024-08-28 16:37:29  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcc10edc07b  | spec.initContainers{wait-gcs-ready}       | Normal   | Created                 | Created container wait-gcs-ready                                                                                                                                                                                                         | 
2024-08-28 16:37:29  | 2024-08-28 16:37:29  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfcc11f3293d  | spec.initContainers{wait-gcs-ready}       | Normal   | Started                 | Started container wait-gcs-ready                                                                                                                                                                                                         | 
2024-08-28 16:37:56  | 2024-08-28 16:37:56  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfd250a7d161  | spec.containers{machine-learning}         | Normal   | Pulled                  | Container image "quay.io/rhoai/ray:2.23.0-py39-cu121" already present on machine                                                                                                                                                         | 
2024-08-28 16:37:56  | 2024-08-28 16:37:56  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfd25c935a2a  | spec.containers{machine-learning}         | Normal   | Created                 | Created container machine-learning                                                                                                                                                                                                       | 
2024-08-28 16:37:56  | 2024-08-28 16:37:56  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfd25d980ac2  | spec.containers{machine-learning}         | Normal   | Started                 | Started container machine-learning                                                                                                                                                                                                       | 
2024-08-28 16:39:20  | 2024-08-28 16:39:20  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfe5ed40e1b8  | spec.containers{machine-learning}         | Normal   | Killing                 | Stopping container machine-learning                                                                                                                                                                                                      | 
2024-08-28 16:39:29  | 2024-08-28 16:39:29  | mnisttest-worker-small-group-mnisttest-6jbjj.17efdfe7d049830b  | spec.containers{machine-learning}         | Warning  | FailedPreStopHook       | PreStopHook failed                                                                                                                                                                                                                       | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb7c96bf7e                                     | -                                         | Normal   | Created                 | Created service mnisttest-head-svc                                                                                                                                                                                                       | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb7c97f0d0                                     | -                                         | Normal   | Deleted                 | Deleted Pods for RayCluster test-ns-45zs2/mnisttest due to suspension                                                                                                                                                                    | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb7e25309e                                     | -                                         | Normal   | CreatedWorkload         | Created Workload: test-ns-45zs2/raycluster-mnisttest-eca34                                                                                                                                                                               | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb86024667                                     | -                                         | Normal   | Started                 | Admitted by clusterQueue cq-s6dx7                                                                                                                                                                                                        | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb88385cd6                                     | -                                         | Warning  | PodReconciliationError  | pods "mnisttest-head-" is forbidden: error looking up service account test-ns-45zs2/mnisttest-oauth-proxy: serviceaccount "mnisttest-oauth-proxy" not found                                                                              | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb8c912c46                                     | -                                         | Normal   | Created                 | Created head pod mnisttest-head-fbdb9                                                                                                                                                                                                    | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | mnisttest.17efdfcb8db83def                                     | -                                         | Normal   | Created                 | Created worker pod                                                                                                                                                                                                                       | 
2024-08-28 16:37:29  | 2024-08-28 16:37:29  | mnisttest.17efdfcc06b71d18                                     | -                                         | Normal   | Created                 | Created head pod mnisttest-head-xhlmh                                                                                                                                                                                                    | 
2024-08-28 16:37:04  | 2024-08-28 16:37:04  | pvc-t6gqb.17efdfc630719336                                     | -                                         | Normal   | WaitForFirstConsumer    | waiting for first consumer to be created before binding                                                                                                                                                                                  | 
2024-08-28 16:37:07  | 2024-08-28 16:37:06  | pvc-t6gqb.17efdfc69dc123a4                                     | -                                         | Normal   | ExternalProvisioning    | Waiting for a volume to be created either by the external provisioner 'ebs.csi.aws.com' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.  | 
2024-08-28 16:37:06  | 2024-08-28 16:37:06  | pvc-t6gqb.17efdfc69dc203d2                                     | -                                         | Normal   | Provisioning            | External provisioner is provisioning volume for claim "test-ns-45zs2/pvc-t6gqb"                                                                                                                                                          | 
2024-08-28 16:37:10  | 2024-08-28 16:37:10  | pvc-t6gqb.17efdfc7a1b7681c                                     | -                                         | Normal   | ProvisioningSucceeded   | Successfully provisioned volume pvc-bef3be1d-e6b6-4eee-a925-eea951a5d1e5                                                                                                                                                                 | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | raycluster-mnisttest-eca34.17efdfcb7fbbc2fa                    | -                                         | Normal   | QuotaReserved           | Quota reserved in ClusterQueue cq-s6dx7, wait time since queued was 0s                                                                                                                                                                   | 
2024-08-28 16:37:27  | 2024-08-28 16:37:27  | raycluster-mnisttest-eca34.17efdfcb7fbc0403                    | -                                         | Normal   | Admitted                | Admitted by ClusterQueue cq-s6dx7, wait time since reservation was 0s                                                                                                                                                                    | 
